name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Dicke Titten,218593,False,74,Rammstein,Zeit,0.63,0.823,6,-4.857,,0.0496,0.0205,0.00458,0.0377,0.565,117.048,218593,4.0,415.0,104.0,,1.1709531013615733,industrial
When The Children Cry (Radio Cut),232786,False,29,Mark 'Oh,Mark 'Oh,0.476,0.92,7,-6.287,1.0,0.0498,0.00255,5.88e-05,0.0735,0.502,139.984,232787,4.0,538.0,134.0,,4.067085953878407,techno
Hipogrifo,186448,False,40,Sagaz,Hipogrifo - Single,0.589,0.45,7,-9.301,0.0,0.438,0.621,0.0,0.0951,0.564,84.312,186449,4.0,260.0,67.0,,4.067085953878407,brazil
Raspberry Dub,211588,False,0,Ed Solo;Skool Of Thought,Random Acts of Kindness,0.768,0.701,6,-7.204,,0.0432,0.000105,0.911,0.068,0.473,139.916,211588,4.0,489.0,121.0,,1.1709531013615733,breakbeat
Shyama Meghame - Reprised Version,200295,False,57,Sanah Moidutty,Shyama Meghame (Reprised Version),0.748,0.57,6,-9.134,0.0,0.053,0.487,0.00237,0.0629,0.207,99.926,200295,,300.0,77.0,,1.1709531013615733,indian
Doob Ja,246844,False,38,Salim–Sulaiman;Sunidhi Chauhan;King,Doob Ja,0.72,0.691,1,-4.48,,0.0496,0.457,2.94e-05,0.0768,0.377,134.953,246845,,551.0,138.0,,2.36741214057508,indian
Old Grump,119625,False,26,Smartface,Smartface,0.926,0.539,2,-7.279,1.0,0.122,0.611,0.429,0.119,0.636,95.031,119625,,189.0,46.0,,3.7004830917874396,study
冰激淋,228311,False,31,Z.TAO,失眠,0.567,0.428,3,-8.01,1.0,0.124,0.419,0.0,0.109,0.524,167.046,228312,4.0,619.0,154.0,,1.7389162561576355,mandopop
Might as Well,164995,False,26,The Lil Smokies,Changing Shades,0.575,0.526,9,-8.852,1.0,0.0336,0.533,0.00153,0.0841,0.911,118.668,164995,4.0,312.0,77.0,,1.343558282208589,bluegrass
Quand je te vois,198250,False,55,Delit Quirion,Quand je te vois,0.135,0.00723,2,-34.017,1.0,0.0416,0.992,0.9,0.0789,0.106,75.275,198250,3.0,241.0,80.0,,3.7004830917874396,sleep
Captivity Spinal Cord,282454,True,0,Ekwon,"Born in Shroud, Dead in Womb",0.506,0.975,7,-4.609,1.0,0.0763,4.31e-06,0.933,0.402,0.102,119.946,282455,,557.0,141.0,0.728,4.067085953878407,iranian
La berceuse d'Ahtohallan - Instrumental,127343,False,18,Kristen Anderson-Lopez;Robert Lopez,La Reine des Neiges 2 (Bande Originale Française du Film/Deluxe Edition),0.185,0.18,5,-16.276,,0.0376,0.837,0.743,0.0891,0.0403,79.236,127343,4.0,156.0,38.0,,1.2793053545586106,disney
Guzu Dung,191703,True,17,Franco Wildlife;Wildlife Pettodene,Guzu Dung,0.634,0.582,10,-6.503,0.0,0.409,0.44,0.0,0.0972,0.468,137.015,191704,5.0,360.0,90.0,,0.7573891625615764,j-dance
Loretta,148522,False,24,Aoife O'Donovan;Taylor Ashton,Loretta,0.536,0.419,3,-9.122,1.0,0.0453,0.971,9.43e-05,0.151,0.571,97.322,148523,4.0,234.0,59.0,,1.7389162561576355,bluegrass
Neblina,196235,False,46,4to28,Neblina,0.6,0.682,0,-13.52,,0.0425,0.268,0.853,0.0906,0.914,170.004,196235,4.0,529.0,131.0,,3.349056603773585,study
Serenade,222815,False,20,Cameron's Bedtime Classics,Dreamy Piano,0.392,0.0506,3,-19.5,1.0,0.0445,0.99,0.921,0.101,0.101,67.305,222815,4.0,241.0,61.0,0.611,1.7389162561576355,disney
Teri Yaadon Se - Lofi Flip,252400,False,42,Jammy Weirdo;Mustafa Zahid;Pranay.M. Rijia,Teri Yaadon Se (Lofi Flip),0.411,0.548,9,-11.052,,0.0314,0.0129,0.893,0.64,0.0968,96.969,252400,4.0,404.0,102.0,,1.343558282208589,indian
Voltando No Tempo,229933,False,38,Capital Do Sol,A Cara Do Forró,0.616,0.928,5,-7.029,1.0,0.0399,0.315,0.0,0.143,0.78,179.671,229933,4.0,684.0,171.0,,1.2793053545586106,forro
What About This Love? - Extended Version,398349,False,8,Mr. Fingers,What About This Love?,0.692,0.628,3,-11.246,0.0,0.0325,0.0314,1.37e-06,0.0672,0.788,113.036,398350,4.0,747.0,187.0,,1.7389162561576355,chicago-house
Audio Damage,334520,False,19,Future Funk Squad,Audio Damage,0.717,0.875,11,-7.708,0.0,0.0775,0.00112,0.000398,0.101,0.235,134.025,334520,4.0,745.0,186.0,,0.7481162540365985,breakbeat
她來聽我的演唱會,292933,False,55,Jacky Cheung,走過1999,0.695,0.212,6,-14.412,1.0,0.0412,0.889,3.86e-05,0.65,0.328,124.072,292933,4.0,595.0,149.0,0.433,1.1709531013615733,mandopop
The Farthest Star,292973,False,25,VNV Nation,Judgement,0.552,0.937,9,-6.738,0.0,0.0488,0.0232,0.00268,0.102,0.347,134.98,292973,4.0,650.0,161.0,,1.343558282208589,industrial
Forrozeira Linda (Mulher Doideira) (Ao Vivo),183762,False,42,Aviões do Forró,CD Do DVD Itapebussu (Ao Vivo),0.575,0.949,9,-8.242,,0.0484,0.635,0.0,0.361,0.967,185.639,183763,,567.0,142.0,,1.343558282208589,forro
Vida Loka Também Ama,485088,False,47,Trilha Sonora do Gueto,Us Fracu Num Tem Veiz,0.523,0.483,2,-11.705,0.0,0.224,0.113,0.0,0.384,0.582,140.307,485088,4.0,1132.0,284.0,0.129,3.7004830917874396,brazil
Se Escute,165903,False,42,Síntese,Sem Cortesia (Vagando na Babilônia / Em Busca de Canaã),0.638,0.678,9,-4.483,1.0,0.246,0.33,0.0,0.331,0.375,87.211,165904,4.0,239.0,59.0,,1.343558282208589,brazil
Drane [Chosen by Warp co-founder Steve Beckett],650933,False,0,Autechre,Warp20 (Chosen),0.356,0.885,6,-8.999,,0.133,0.172,0.913,0.141,0.19,129.819,650933,5.0,1162.0,292.0,0.51,1.1709531013615733,idm
より速く!,214344,False,11,Hitomi Shimatani,より速く!,0.494,0.875,0,-5.775,,0.0989,0.00518,0.0,0.469,0.459,144.999,214345,4.0,508.0,128.0,,3.349056603773585,j-idol
Headstones and the Walking Dead,207360,False,33,Coal Chamber,Giving the Devil His Due,0.427,0.87,7,-4.375,,0.0993,0.000686,0.0257,0.148,0.435,132.503,207360,4.0,419.0,104.0,,4.067085953878407,industrial
We Are The Free - Live,242626,False,41,Matt Redman,"10,000 Reasons (Live)",0.498,0.927,10,-5.156,1.0,0.088,0.000186,0.0,0.673,0.486,145.052,242627,4.0,583.0,144.0,,0.7573891625615764,afrobeat
Gentle Waves Crashing into the Rocks,97124,False,5,"Easy Sleep Music;Sounds of Nature White Noise for Mindfulness, Meditation and Relaxation;Sonidos de la Naturaleza Rudio Blanco Para Bebes;Water Sounds Music Universe;Water Sounds Natural White Noise","Gentle Waves, Angry Thunderstorms, Gurgling Rapids and Soothing Waterfalls (Loopable Soundscapes for Insomnia, Meditation, and Restless Children)",0.0916,0.995,10,-19.76,,0.119,0.789,0.953,0.969,1e-05,75.761,97124,4.0,127.0,31.0,,0.7573891625615764,sleep
Mardaani Anthem,228702,False,46,Salim–Sulaiman;Sunidhi Chauhan;Vijay Prakash;Kausar Munir,Mardaani Anthem,0.51,0.844,9,-2.321,,0.335,0.43,0.0,0.0454,0.575,91.2,228702,,335.0,83.0,,1.343558282208589,indian
Dirty Rat,316200,True,33,Orbital;Sleaford Mods,Dirty Rat,0.612,0.844,0,-8.679,1.0,0.0491,0.00031,0.514,0.0959,0.883,125.989,316200,4.0,657.0,164.0,,3.349056603773585,breakbeat
Doo Wap - Samy Handy God of House Gang Remix,351886,False,8,Paul Johnson,God of House 5,0.857,0.743,7,-4.063,1.0,0.148,0.000739,0.848,0.0959,0.388,131.01,351887,,768.0,192.0,,4.067085953878407,chicago-house
In The Shadows,487680,False,30,Boris Brejcha,Club Vibes Part 03,0.801,0.54,0,-9.551,,0.0429,0.00518,0.898,0.0922,0.162,125.02,487680,,1014.0,254.0,,3.349056603773585,techno
Maroon Bells Variation,320000,False,15,Kelpe,"Boiling, Steaming and Poaching",0.409,0.0511,4,-29.227,1.0,0.0466,0.976,0.909,0.119,0.155,145.061,320000,3.0,736.0,245.0,,0.916010498687664,idm
Honeybee,201716,False,26,Mipso,Old Time Reverie,0.571,0.316,7,-9.215,1.0,0.0274,0.641,3.54e-06,0.153,0.512,92.115,201717,4.0,300.0,74.0,0.632,4.067085953878407,bluegrass
I Love You - Amsterdam Party Mix,227334,False,1,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.672,0.879,2,-2.486,,0.0426,0.0433,0.257,0.31,0.461,153.944,227334,4.0,578.0,144.0,,3.7004830917874396,happy
Se Rei pra Lá - Ao Vivo,233430,False,47,Cavaleiros do Forró;Henrique,"O Karatê, Vol. 2 (Ao Vivo)",0.617,0.886,11,-6.54,,0.129,0.175,0.0,0.355,0.882,137.913,233430,4.0,533.0,133.0,,0.7481162540365985,forro
I Feel the Rhythm - Remix,491771,False,9,Ron Trent;Paul Johnson,I Feel the Rhythm,0.75,0.553,10,-13.099,0.0,0.057,0.0189,0.902,0.108,0.702,128.354,491771,4.0,1051.0,264.0,,0.7573891625615764,chicago-house
O Que Sobra Disso Tudo,159984,False,30,BK;JXNV$;Luccas Carlos,Castelos & Ruínas,0.806,0.714,11,-6.804,0.0,0.323,0.143,1.78e-06,0.171,0.471,133.029,159984,4.0,351.0,87.0,,0.7481162540365985,brazil
Yoro,224426,False,14,Wganda Kenya,Palenque Palenque: Champeta Criolla & Afro Roots in Colombia 1975-91,0.797,0.69,11,-7.565,0.0,0.0511,0.0805,0.00972,0.0613,0.705,114.097,224427,4.0,422.0,104.0,,0.7481162540365985,afrobeat
sunday am,118513,False,43,SLKBTS,sunday am,0.718,0.646,8,-8.211,0.0,0.275,0.457,0.234,0.179,0.812,80.233,118513,4.0,154.0,38.0,,2.7259036144578315,study
My little room 000,316000,False,6,arai tasuku,My little room E.P.,0.417,0.67,7,-8.944,,0.0718,0.938,0.0113,0.103,0.225,90.4,316000,3.0,472.0,156.0,,4.067085953878407,idm
De Pisadinha em Pisadinha,134139,False,49,Paulo Pires,De Pisadinha em Pisadinha,0.806,0.638,1,-8.227,0.0,0.0681,0.412,0.0,0.0835,0.968,164.049,134139,4.0,362.0,90.0,,2.36741214057508,forro
Maturidade (feat. Matheus & Kauan),194240,False,43,Avine Vinny;Matheus & Kauan,Maturidade (feat. Matheus & Kauan),0.604,0.726,7,-8.577,0.0,0.0494,0.476,0.0,0.905,0.782,148.007,194240,4.0,475.0,119.0,,4.067085953878407,forro
Doe,350023,False,7,Yimino,Autonoe Vora,0.732,0.625,9,-12.329,0.0,0.0798,0.35,0.793,0.092,0.572,162.491,350024,,931.0,232.0,,1.343558282208589,idm
Baatein Ye Kabhi Na - Lofi Flip,158360,False,59,Deepanshu Ruhela;Swattrex;Arijit Singh;Jeet Gannguli,Baatein Ye Kabhi Na (Lofi Flip),0.539,0.481,1,-11.066,,0.0262,0.832,0.0,0.0565,0.235,84.998,158360,4.0,222.0,56.0,0.066,2.36741214057508,indian
Beyond Tribes Pt. 1,1937632,False,0,Zhoobin Askarieh;Ali Sasha,Beyond Tribes,0.302,0.692,9,-15.026,1.0,0.54,0.538,0.0533,0.105,0.177,175.989,1937633,,4979.0,1256.0,,1.343558282208589,iranian
Alarmas,201339,False,44,MELER;Lérica,Alarmas,0.616,0.737,1,-6.921,1.0,0.0513,0.0206,0.0,0.0729,0.748,99.92,201339,4.0,327.0,80.0,,2.36741214057508,spanish
Te Desejo Vida,192306,False,53,Padre Fábio De Melo,Clareou,0.528,0.347,2,-11.22,1.0,0.0345,0.87,1.78e-05,0.152,0.297,127.757,192307,4.0,402.0,100.0,,3.7004830917874396,brazil
Cyber Ravage - Vector Seven Remix,252285,False,12,Absolute Valentine;Powernerd;Vector Seven,Cyber Ravage (Vector Seven Remix),0.539,0.831,2,-6.177,1.0,0.0585,0.0471,0.772,0.157,0.15,105.009,252286,,432.0,107.0,,3.7004830917874396,techno
Amour,290906,False,55,Rammstein,"Reise, Reise",0.64,0.529,5,-7.18,0.0,0.0275,0.0053,0.0919,0.12,0.259,104.023,290907,,497.0,124.0,,1.2793053545586106,industrial
Lord Of Lords,274333,False,41,Hillsong Worship;Brooke Ligertwood,Saviour King (Live),0.315,0.39,4,-9.468,1.0,0.0316,0.649,0.0,0.476,0.253,135.354,274333,3.0,537.0,180.0,,0.916010498687664,iranian
Missing You Hard,192632,True,0,Vipa Music;Kenyaman,Missing You Hard,0.479,0.43,1,-8.816,,0.327,0.316,0.0,0.152,0.324,85.249,192633,4.0,358.0,90.0,,2.36741214057508,j-dance
Southside 2018,296470,False,16,Technikore,Southside 2018,0.616,0.829,10,-4.932,0.0,0.119,0.1,0.000338,0.0951,0.323,169.92,296471,4.0,826.0,208.0,0.877,0.7573891625615764,happy
Jab Koi Baat X 500 Miles,222933,False,45,Pranish VP,Jab Koi Baat X 500 Miles,0.52,0.328,4,-9.971,,0.0265,0.94,6.22e-06,0.113,0.57,97.954,222933,4.0,363.0,90.0,,0.916010498687664,indian
No! No! Satisfaction!,199633,False,40,DA PUMP,No! No! Satisfaction!,0.662,0.985,2,-3.321,,0.144,0.0101,0.0,0.22,0.42,144.996,199633,4.0,470.0,116.0,,3.7004830917874396,j-dance
フィーバー,221173,False,24,PASSEPIED,演出家出演,0.376,0.922,4,-1.979,0.0,0.0585,0.0613,0.23,0.237,0.754,175.897,221173,4.0,635.0,159.0,,0.916010498687664,j-idol
Az Man Ta Man,218123,False,1,Electroqute,Az Man Ta Man,0.332,0.926,11,-3.12,0.0,0.161,0.00536,0.0,0.193,0.337,85.353,218123,4.0,326.0,81.0,,0.7481162540365985,iranian
Remember - Original Mix,300342,False,10,Ed Solo;Deekline,"Jungle Cakes, Vol. 27",0.602,0.985,1,-0.915,1.0,0.0683,0.011,0.355,0.318,0.706,174.976,300343,4.0,864.0,216.0,,2.36741214057508,breakbeat
Passando pela Prova - Ao Vivo,200733,False,48,Irmão Lázaro,Testemunho e Louvor (Ao Vivo),0.501,0.859,4,-5.981,,0.314,0.574,0.0,0.799,0.648,90.68,200733,4.0,427.0,106.0,,0.916010498687664,forro
Good Land,171093,False,1,Trampled by Turtles,Life is Good on the Open Road,0.463,0.685,5,-7.587,1.0,0.0324,0.114,0.6,0.0826,0.815,111.273,171093,,303.0,74.0,,1.2793053545586106,bluegrass
All the Way Round - Mr Beatnick Remix,237250,False,14,Kelpe;Mr Beatnick,All the Way Round (Mr Beatnick Remix),0.667,0.689,4,-10.312,0.0,0.0367,0.00422,0.926,0.0707,0.269,115.014,237250,4.0,448.0,111.0,,0.916010498687664,idm
Hallucinating,145120,False,19,Brothers In Crime,Happy Hardcore Top 100,0.644,0.964,2,-7.143,1.0,0.057,0.0198,0.291,0.3,0.241,172.1,145120,4.0,415.0,102.0,,3.7004830917874396,happy
Dino Stomp,84586,False,33,Play School,50 Best Songs,0.884,0.497,9,-6.714,0.0,0.0675,0.495,0.0,0.194,0.892,126.141,84587,,169.0,42.0,,1.343558282208589,disney
São Jorge,214177,False,1,Metá Metá,MetaL MetaL,0.64,0.732,5,-7.078,0.0,0.0642,0.641,0.000142,0.114,0.831,112.956,214178,4.0,401.0,101.0,,1.2793053545586106,afrobeat
Healing Rain,62222,False,5,Nature Sounds;Rain Sounds Lab,Soothing Rain,0.157,0.966,1,-30.405,1.0,0.0514,0.125,0.992,0.886,1e-05,106.906,62222,3.0,108.0,35.0,,2.36741214057508,sleep
Hell's Master of Hell,197267,True,22,Joel Grind,The Yellowgoat Sessions,0.331,0.995,9,-6.638,1.0,0.107,6.08e-05,0.762,0.388,0.178,171.927,197267,4.0,560.0,142.0,,1.343558282208589,black-metal
Blow,236396,False,0,Suga7,"Simply Breaks & Beats, Vol. 05",0.816,0.823,11,-3.735,1.0,0.0452,0.000941,0.77,0.101,0.45,132.016,236397,4.0,512.0,127.0,0.4,0.7481162540365985,breakbeat
Hybrid,360720,False,0,Saba Alizadeh;Rojin Sharafi,I May Never See You Again,0.412,0.776,10,-15.217,1.0,0.234,0.666,0.722,0.1,0.0575,125.911,360720,3.0,617.0,205.0,0.123,0.7573891625615764,iranian
Agbara,301986,False,0,The Souljazz Orchestra,Rising Sun,0.683,0.923,9,-6.454,0.0,0.0491,0.204,0.834,0.334,0.892,120.004,301987,4.0,592.0,146.0,,1.343558282208589,afrobeat
Caution,155295,True,37,Projexx;Juls,Caution / Turn Around,0.902,0.48,1,-7.684,1.0,0.087,0.154,0.000115,0.105,0.553,102.021,155295,4.0,256.0,63.0,,2.36741214057508,j-dance
こんな私でよかったら,272746,False,18,You Kikkawa,One For You!,0.688,0.886,5,-3.133,0.0,0.0488,0.0968,6.72e-05,0.123,0.823,130.003,272747,4.0,583.0,145.0,,1.2793053545586106,j-idol
Saci (Remix),183779,False,41,BaianaSystem;Tropkillaz,Saci (Remix),0.974,0.922,11,-3.983,0.0,0.174,0.0974,1.08e-06,0.0978,0.657,127.989,183779,4.0,377.0,95.0,,0.7481162540365985,afrobeat
"給自己的情書 - ""笑忘書""廣東版",267826,False,52,Faye Wong,寓言,0.554,0.326,9,-10.702,0.0,0.0361,0.902,1.39e-05,0.129,0.251,125.844,267827,3.0,546.0,180.0,,1.343558282208589,mandopop
Tierra,74520,False,21,La Misa Negra,La Misa Negra,0.629,0.577,11,-6.696,1.0,0.0412,0.0259,0.784,0.078,0.193,120.042,74520,4.0,141.0,35.0,,0.7481162540365985,afrobeat
Wish,226733,True,58,Nine Inch Nails,Broken,0.516,0.989,7,-7.206,1.0,0.0754,0.000407,0.355,0.697,0.149,135.053,226733,4.0,507.0,127.0,,4.067085953878407,industrial
Plaything,254800,False,0,Plone,We Are Reasonable People,0.626,0.402,3,-9.978,1.0,0.0349,0.828,0.83,0.183,0.143,114.966,254800,4.0,484.0,121.0,,1.7389162561576355,idm
Now You Can Sleep,366619,False,23,Crows in the Rain,Sorrow for an Unfinished Dream,0.455,0.0562,1,-25.557,,0.042,0.977,0.879,0.0983,0.115,130.036,366620,4.0,773.0,193.0,,2.36741214057508,iranian
Last Goodbye - Rave Mix,175058,False,15,Charly Lownoise & Mental Theo,Last Goodbye,0.462,0.983,0,-5.839,,0.0353,0.00323,0.000818,0.102,0.273,170.078,175059,4.0,493.0,123.0,,3.349056603773585,happy
A mais pedida,233733,False,1,Raimundos;Érica Martins,Só as Melhores do Pop Rock Brasileiro,0.538,0.825,0,-4.021,,0.0478,0.0105,1.43e-05,0.0693,0.467,125.056,233733,,462.0,116.0,,3.349056603773585,brazil
Banco De Areia,174106,False,49,Maneva;MC Hariel,Caleidoscópico,0.607,0.704,8,-6.567,,0.0488,0.101,0.0,0.3,0.897,162.944,174107,,460.0,116.0,,2.7259036144578315,brazil
Better Times Are Coming - Keeno Remix,342069,False,17,Fred V & Grafix;Josie,Unrecognisable,0.473,0.875,8,-3.978,0.0,0.0409,0.00452,0.00713,0.0867,0.0984,173.963,342069,,982.0,246.0,,2.7259036144578315,industrial
Waves: Sleep,198652,False,54,Ocean Waves For Sleep,Ocean Waves Sounds,0.0643,0.308,1,-17.247,,0.194,0.0032,0.0,0.619,0.0134,77.844,198652,3.0,333.0,110.0,,2.36741214057508,sleep
Llueve,249333,False,23,Jorge Drexler,Llueve,0.4,0.471,9,-9.494,1.0,0.0641,0.193,0.00031,0.131,0.0765,64.502,249333,3.0,368.0,123.0,,1.343558282208589,afrobeat
Dancing Together,189946,False,27,Critical Mass,Happy Hardcore Top 100,0.483,0.98,1,-6.196,1.0,0.0555,0.00434,0.832,0.254,0.794,161.704,189947,4.0,512.0,128.0,0.779,2.36741214057508,happy
Black Slaves = Israel,419360,False,15,Glenn Underground,The Jerusalem EP's,0.688,0.719,10,-7.746,,0.0413,0.000325,0.855,0.066,0.674,119.93,419360,4.0,828.0,206.0,,0.7573891625615764,chicago-house
DJ Beat That Shhh (feat. MD X-Spress),402140,False,29,Mike Dunn;MD X-Spress,My House From All Angles,0.826,0.694,1,-5.44,,0.0469,0.0028,0.122,0.0512,0.76,124.999,402140,4.0,838.0,212.0,,2.36741214057508,chicago-house
I Refuse To Smile,247760,False,19,Mandrill,Mandrill Is,0.544,0.697,4,-7.36,0.0,0.0323,0.205,0.000121,0.193,0.654,87.557,247760,4.0,358.0,89.0,,0.916010498687664,afrobeat
Aura Lee,155643,False,17,BabyFirst,Lullabies,0.696,0.16,4,-7.541,1.0,0.0374,0.96,0.862,0.116,0.202,145.927,155643,4.0,370.0,92.0,,0.916010498687664,disney
Diss Is Nice,162533,True,24,Die Atzen,Diss Is Nice,0.856,0.807,0,-3.296,1.0,0.0774,0.00236,0.000192,0.069,0.762,124.006,162533,4.0,335.0,83.0,,3.349056603773585,techno
口是心非,292493,False,53,Zhang Yu Sheng,口是心非,0.562,0.513,11,-9.003,0.0,0.0269,0.125,0.015,0.0696,0.153,99.961,292493,4.0,478.0,118.0,,0.7481162540365985,mandopop
Primeiro de Abril (Ao Vivo),209880,False,34,Léo Magalhães,Ao Vivo em Goiânia,0.528,0.678,11,-4.462,1.0,0.0294,0.605,0.0,0.462,0.424,141.935,209880,4.0,495.0,125.0,,0.7481162540365985,forro
Altered Xone,382107,False,7,Alphaxone,Echoes from Outer Silence,0.129,0.485,3,-19.941,,0.0804,0.787,0.956,0.121,0.171,93.393,382107,4.0,508.0,126.0,,1.7389162561576355,iranian
Auffe aufn Berg - Apres Ski Hits 2017 Mix XXL,272567,False,1,Jägermeister DJ Alex;Matty Valentino,Auffe aufn Berg,0.627,0.978,8,-3.197,1.0,0.209,0.146,0.0,0.0743,0.557,140.069,272568,4.0,627.0,158.0,0.212,2.7259036144578315,happy
The Man Who Laughs - New Version,446946,False,22,Rob Zombie,Hellbilly Deluxe 2 (Special Edition),0.302,0.77,7,-3.976,,0.0339,0.00183,0.851,0.197,0.0377,141.978,446947,4.0,1057.0,265.0,,4.067085953878407,industrial
Pal Pal Dil Ke Paas - Unwind Instrumental,250093,False,46,Paras Nath;Shomu Seal,Relax with Bollywood Instrumentals,0.715,0.277,9,-13.667,1.0,0.0299,0.73,0.826,0.0821,0.243,122.034,250093,4.0,501.0,125.0,,1.343558282208589,indian
Omni,404000,False,27,Numb,Kəmfərtəbəl,0.514,0.34,7,-15.91,0.0,0.0292,0.554,0.914,0.116,0.0391,160.004,404000,4.0,1044.0,260.0,,4.067085953878407,industrial
The Feeling - 2022 Remaster,368840,False,63,Massano,In My System EP,0.716,0.862,11,-9.065,0.0,0.0588,0.0017,0.883,0.221,0.0352,123.983,368841,4.0,739.0,185.0,,0.7481162540365985,techno
Deep Kiss,272506,False,11,Ten City,No House Big Enough,0.697,0.7,11,-11.129,,0.0731,0.0362,0.235,0.085,0.81,119.055,272507,,538.0,135.0,0.715,0.7481162540365985,chicago-house
C is for Colleen who wasted away,279000,False,14,arai tasuku,Alice,0.203,0.708,9,-6.569,1.0,0.0808,0.262,0.158,0.304,0.105,87.499,279000,5.0,456.0,113.0,,1.343558282208589,idm
The Ballad of the Nameless,210370,False,24,Cold,Superfiction,0.447,0.899,0,-5.961,,0.0555,7.78e-05,0.000213,0.0845,0.142,136.073,210370,4.0,462.0,115.0,,3.349056603773585,industrial
Make It Bang,272125,False,15,Bombo Rosa,Make It Bang,0.782,0.82,8,-8.402,,0.0523,0.00036,0.717,0.119,0.306,127.018,272126,,570.0,143.0,,2.7259036144578315,breakbeat
One Jump Ahead (Reprise) - Japanese Version,61733,False,32,Kazutaka Ishii,Aladdin (Original Motion Picture Soundtrack/Japanese Version),0.31,0.0546,10,-19.296,,0.0351,0.964,0.00378,0.245,0.148,90.731,61733,3.0,87.0,27.0,,0.7573891625615764,disney
Tum Se Hi (Instrumental),294057,False,43,Pritam,Jab We Met,0.524,0.482,7,-11.685,,0.0302,0.792,0.496,0.162,0.419,124.977,294057,4.0,604.0,151.0,,4.067085953878407,indian
情人節的早晨,276280,False,12,于台煙,人間有煙 山水有情,0.51,0.686,2,-6.441,0.0,0.0359,0.377,4.86e-06,0.0446,0.348,82.18,276280,4.0,372.0,93.0,,3.7004830917874396,mandopop
Forgotten Tears,348826,True,0,Hocico,The Spell of the Spider (Deluxe Edition) [Remastered],0.606,0.982,10,-4.822,,0.0563,0.109,0.00298,0.466,0.212,120.006,348827,,687.0,171.0,,0.7573891625615764,industrial
Evacuation,165000,False,11,Ochre,An Eye To Windward,0.494,0.224,0,-20.484,,0.0313,0.987,0.878,0.119,0.156,108.701,165000,3.0,298.0,98.0,,3.349056603773585,idm
愛在夏天,380800,False,54,告五人,愛在夏天,0.551,0.378,1,-7.37,,0.0303,0.736,0.0,0.308,0.275,74.974,380800,,459.0,116.0,,2.36741214057508,mandopop
Soft Sleep Rain,245215,False,0,Nature Sounds,Relaxing Rain Sounds,0.0691,0.667,1,-22.244,1.0,0.196,0.0136,0.919,0.44,0.0264,79.184,245215,4.0,297.0,75.0,,2.36741214057508,sleep
Rift Valley,399393,False,15,Goldie;James Davidson;Subjective;Terri Walker,Act One - Music for Inanimate Objects,0.702,0.773,10,-10.286,0.0,0.0379,0.0118,0.889,0.125,0.0621,127.0,399394,4.0,833.0,210.0,,0.7573891625615764,industrial
Moldura,217720,False,51,Desejo De Menina,"Moldura, Vol. 3",0.436,0.826,2,-5.61,0.0,0.0489,0.673,3.14e-05,0.101,0.854,83.764,217720,4.0,299.0,74.0,,3.7004830917874396,forro
Sounds Like a Movie,146560,False,0,Trampled by Turtles,Palomino,0.503,0.851,7,-8.064,1.0,0.0328,0.593,0.969,0.163,0.788,95.664,146560,4.0,228.0,57.0,,4.067085953878407,bluegrass
Fortune Red (Pirate Arcade),129013,False,29,George Bruns,Pirates of the Caribbean,0.766,0.139,7,-16.687,0.0,0.0697,0.889,0.00157,0.0952,0.651,119.779,129013,,250.0,61.0,,4.067085953878407,disney
The Archive,429540,False,20,Wormwood,Arkivet,0.424,0.948,9,-6.401,,0.096,0.0002,0.00104,0.111,0.134,136.047,429540,4.0,969.0,243.0,,1.343558282208589,black-metal
Bu Aşkın Katili Sensin,245585,False,40,Levent Yüksel,Uslanmadım,0.656,0.797,5,-5.863,,0.0373,0.0207,2.79e-06,0.0605,0.397,96.041,245585,4.0,385.0,96.0,,1.2793053545586106,j-idol
Asteroid - Remastered,206186,False,1,Killing Joke,Killing Joke - 2003,0.467,0.973,1,-3.084,1.0,0.0524,0.00021,1.65e-06,0.191,0.563,108.584,206187,4.0,366.0,92.0,,2.36741214057508,industrial
What Would You Do?,174215,False,69,Joel Corry;David Guetta;Bryson Tiller,What Would You Do?,0.687,0.895,9,-2.983,1.0,0.0474,0.149,0.00592,0.121,0.686,124.041,174215,4.0,353.0,87.0,,1.343558282208589,chicago-house
Braincracking - Tha Playah's Ultimate Kick Refix,164053,False,31,Neophyte,The Best Of Neophyte Records,0.41,0.868,6,-6.392,0.0,0.0369,0.0327,0.0773,0.599,0.19,170.606,164053,4.0,464.0,115.0,,1.1709531013615733,happy
Anatomy of Change,144782,False,62,Oto Roth,Anatomy of Change,0.131,0.00333,5,-35.416,,0.0405,0.993,0.966,0.123,0.0349,81.947,144783,4.0,193.0,47.0,,1.2793053545586106,sleep
Playtime,316297,False,3,Pal Joey,Pal Joey Presents Hot Music,0.786,0.641,4,-7.249,0.0,0.0754,0.000559,0.451,0.0994,0.321,116.954,316298,4.0,612.0,154.0,,0.916010498687664,chicago-house
