,name,duration_ms,explicit,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre
12735,High Pianist,166.52,False,Lomoplay,High Pianist,0.58,0.31,2,-10.42,1.0,0.04,0.29,0.83,0.11,0.41,158.3,5.0,432.0,108.0,3.7,study
12736,"When You Wish Upon a Star (from ""Pinocchio"")",149.89,False,The Sleep Diaries,Follow The White Rabbit,0.44,0.01,0,-28.9,1.0,0.06,0.99,0.96,0.11,0.12,66.77,4.0,160.0,39.0,3.35,disney
12737,Only Time - Uplift & Stargazer Remix,445.28,False,Hixxy,Only Time (Uplift & Stargazer Remix),0.46,0.99,2,-5.65,1.0,0.13,0.0,0.75,0.1,0.38,168.0,4.0,1234.0,311.0,3.7,happy
12738,Dig a Little Deeper,167.93,False,Jenifer Lewis;The Pinnacle Gospel Choir,The Princess and the Frog (Original Motion Picture Soundtrack),0.72,0.82,0,-4.26,1.0,0.05,0.39,0.0,0.1,0.8,98.02,4.0,269.0,67.0,3.35,disney
12739,Don't Fuck With a Ruffneck - Anthem,196.14,True,Juggernaut,Ruffneck Rules Da Art-Core Scene,0.4,0.93,2,-10.07,1.0,0.07,0.0,0.94,0.46,0.26,181.92,3.93,589.0,148.0,3.7,happy
12740,Chacarera Jeringosa,137.81,False,Canticuénticos,"¿Por Qué, Por Qué?",0.86,0.39,9,-9.55,1.0,0.31,0.81,0.0,0.11,0.76,96.36,4.0,211.0,52.0,1.34,spanish
12741,That's The Way Love Is,247.0,False,Ten City,Judgement,0.68,0.94,7,-5.56,1.0,0.04,0.19,0.0,0.13,0.96,120.0,4.0,493.0,123.0,4.07,chicago-house
12742,Circle The Wagons,166.83,False,Darkthrone,Circle The Wagons,0.22,0.94,9,-4.07,1.0,0.07,0.04,0.01,0.31,0.33,73.83,4.0,197.0,49.0,1.34,black-metal
12743,Schreeches from the Silence,228.91,False,Sarcófago,The Laws of Scourge,0.38,0.9,8,-7.95,1.0,0.06,0.0,0.79,0.08,0.43,112.8,4.0,407.0,101.0,2.73,black-metal
12744,Looking For Strange - Super Strange Mix,327.91,False,KMFDM,Brimborium,0.6,0.96,7,-4.0,0.0,0.04,0.0,0.63,0.06,0.88,135.02,4.0,726.0,180.0,4.07,industrial
12745,飄移,242.15,False,Jay Chou,11月的蕭邦,0.62,0.87,10,-5.02,1.0,0.17,0.1,0.1,0.4,0.79,185.98,4.0,749.0,188.0,0.76,mandopop
12746,Brown Noise For Sleep 10,71.25,False,Granular,Brown Noise For Sleep,0.19,0.52,4,-33.14,0.0,0.09,0.51,0.21,0.11,0.02,71.36,4.0,83.0,20.0,0.92,sleep
12747,Rainha das Cabeças,167.29,False,Kiko Dinucci e Bando Afro Macarrônico,Pastiche Nago,0.73,0.74,5,-6.81,1.0,0.04,0.76,0.0,0.12,0.94,139.96,4.0,388.0,97.0,1.28,afrobeat
12748,Pump Up The Volume (Original Mix) - Extended Mix,331.84,False,The Prophet,The Hardcore Archive Part 3 (1997),0.73,0.88,4,-6.55,0.0,0.1,0.14,0.89,0.07,0.08,110.94,4.0,607.0,151.0,0.92,happy
12749,The Payback,211.02,False,The Prophet;Brennan Heart,Brennan Heart 20 Years,0.42,0.87,10,-5.42,0.0,0.04,0.05,0.04,0.34,0.07,144.9,4.0,495.0,124.0,0.76,happy
12750,Hé Suzie,184.16,False,De Doelleazen;Henk Wijngaard,Gek Yne Kop,0.63,0.95,10,-7.2,1.0,0.07,0.09,0.04,0.19,0.61,174.98,4.0,525.0,132.0,0.76,happy
12751,Nyrkilla Tapettava Huora,180.89,False,Impaled Nazarene,Absence Of War Does Not Mean Peace,0.28,0.97,2,-4.14,1.0,0.1,0.0,0.18,0.32,0.12,114.78,4.0,340.0,84.0,3.7,black-metal
12752,Hip House,268.06,False,Fast Eddie,Jack to the Sound,0.78,0.78,7,-8.21,1.0,0.1,0.0,0.28,0.24,0.58,124.45,4.0,556.0,137.0,4.07,chicago-house
12753,Victorious,158.85,False,E-Dee,Elevate,0.77,0.72,10,-7.21,0.0,0.32,0.14,0.0,0.16,0.63,100.04,4.0,263.0,66.0,0.76,j-dance
12754,The Shape of Things to Come,363.56,False,Hocico,Memorias Atrás,0.47,0.95,10,-8.48,0.0,0.04,0.01,0.24,0.11,0.22,116.0,4.0,696.0,175.0,0.76,industrial
12755,Higher - FJAAK Remix,303.6,False,Amelie Lens;FJAAK,Higher EP,0.75,0.75,8,-9.44,1.0,0.05,0.01,0.91,0.11,0.04,135.99,4.0,676.0,169.0,2.73,techno
12756,Utfärd,185.97,False,Månegarm,Urminnes hävd - The Forest Sessions,0.45,0.64,0,-7.52,1.0,0.04,0.07,0.0,0.56,0.29,138.25,3.81,429.0,107.0,3.35,black-metal
12757,Auxílio Emergencial do Rap,220.43,False,Coruja Bc1,Auxílio Emergencial do Rap,0.81,0.64,10,-10.42,1.0,0.42,0.04,0.0,0.07,0.85,92.18,4.0,336.0,84.0,0.76,brazil
12758,There Will Be Blood,197.65,False,Kim Petras,Halloween Songs | Witches Hour,0.56,0.88,0,-4.74,1.0,0.09,0.0,0.0,0.17,0.6,107.01,3.87,352.0,88.0,3.35,breakbeat
12759,Meri Billi Kali Pili,35.92,False,WowKidz,50 Top Hindi Nursery Rhymes,0.96,0.41,7,-8.33,1.0,0.35,0.48,0.0,0.17,0.51,110.06,4.0,54.0,13.0,4.07,disney
12760,Answer,250.13,False,ノースリーブス,Answer,0.45,0.93,7,-2.88,1.0,0.04,0.02,0.0,0.33,0.66,162.04,4.0,660.0,166.0,4.07,j-idol
12761,If You're Happy and You Know it Clap Your Hands - Original Mix,44.79,False,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,0.65,0.34,0,-13.89,1.0,0.08,0.71,0.86,0.1,0.58,101.45,3.77,65.0,15.0,3.35,disney
12762,Mirabel's cumbia,168.01,False,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.66,0.52,7,-8.48,1.0,0.03,0.56,0.61,0.06,0.93,97.99,4.0,266.0,66.0,4.07,disney
12763,Stonefall,359.2,False,Idlefon,"Emerging Organisms, Vol. 5",0.35,0.58,2,-14.19,1.0,0.07,0.86,0.92,0.11,0.14,109.97,4.0,617.0,155.0,3.7,iranian
12764,Cerebellum,148.12,False,"Sarah, the Illstrumentalist",Good Rising,0.65,0.84,9,-10.83,0.0,0.05,0.19,0.87,0.08,0.1,123.05,4.0,295.0,74.0,1.34,study
12765,Haitian Gal,184.84,False,I Quu,Haitian Gal,0.78,0.75,10,-7.78,0.0,0.04,0.31,0.0,0.07,0.45,130.12,4.0,396.0,99.0,0.76,j-dance
12766,Wormwood,300.38,False,Trivax,The World Is Dead,0.09,0.96,2,-4.64,1.0,0.12,0.0,0.69,0.35,0.07,171.86,4.0,866.0,217.0,3.7,iranian
12767,Summer Breeze,107.94,False,Ensidya;Fractite,Summer Breeze,0.7,0.45,1,-10.62,1.0,0.05,0.46,0.87,0.11,0.36,87.99,4.0,157.0,38.0,2.37,study
12768,"Pon De River, Pon De Bank",239.52,False,Elephant Man,Down In Jamaica: 40 Years of VP Records,0.65,0.73,1,-6.35,1.0,0.42,0.25,0.0,0.09,0.9,98.42,4.0,443.0,110.0,2.37,j-dance
12769,Mission,199.97,False,Rygin King,Mission,0.57,0.74,0,-7.4,1.0,0.24,0.22,0.0,0.09,0.69,93.6,4.0,306.0,78.0,3.35,j-dance
12770,Brain Crash,316.49,False,Hardsequencer,Brain Crash,0.52,0.79,7,-10.33,1.0,0.06,0.01,0.01,0.1,0.47,166.43,4.0,870.0,217.0,4.07,happy
12771,People Without Mouths,233.94,False,Datassette,People Without Mouths EP,0.67,0.74,10,-9.21,0.0,0.05,0.0,0.86,0.07,0.72,123.01,4.0,475.0,119.0,0.76,idm
12772,Chalice,249.55,False,Dub Pistols;General Jah Mikey,Addict,0.61,0.93,10,-4.83,0.0,0.06,0.01,0.0,0.92,0.47,175.08,4.0,721.0,180.0,0.76,breakbeat
12773,Eternal Rain,247.02,False,Rainfall,Soothing Downpours,0.11,0.96,2,-15.48,1.0,0.08,0.0,0.93,0.37,0.0,87.98,4.0,363.0,91.0,3.7,sleep
12774,Memoria del cuero,304.44,False,Jorge Drexler,Frontera,0.67,0.87,2,-9.84,1.0,0.04,0.37,0.15,0.09,0.81,118.0,4.05,595.0,148.0,3.7,afrobeat
12775,Acid Pants,390.73,False,Orbital,Blue Album,0.63,0.88,6,-7.85,1.0,0.07,0.01,0.78,0.33,0.52,140.03,5.0,905.0,227.0,1.17,breakbeat
12776,Forget the Rules,91.15,True,Kyson,Lucky Notes,0.3,0.19,0,-16.16,1.0,0.04,0.87,0.83,0.11,0.11,126.19,1.0,185.0,46.0,3.35,idm
12777,Take it Easy - Mike Dunn Ezee Mix,470.32,False,Mike Dunn;Gershon Jackson,Traxx That Jack U,0.83,0.61,4,-7.69,0.0,0.06,0.0,0.02,0.04,0.34,124.0,4.0,966.0,242.0,0.92,chicago-house
12778,Shimmering Above Clouds,177.4,False,Jeff Birma,Shimmering Above Clouds,0.18,0.03,7,-27.45,0.0,0.04,0.91,0.86,0.11,0.12,67.83,4.0,195.0,48.0,4.07,sleep
12779,真夏の太陽,249.76,False,Sakurako Ohara,真夏の太陽,0.55,0.93,5,-2.52,1.0,0.05,0.01,0.0,0.36,0.75,140.0,4.0,568.0,141.0,1.28,j-idol
12780,Mensageiro Beija-Flor,220.24,False,"Santanna ""O Cantador""",Xote Pé de Serra,0.73,0.82,7,-2.38,1.0,0.07,0.61,0.0,0.08,0.92,160.17,4.0,587.0,146.0,4.07,forro
12781,Every Day Is Exactly The Same,294.89,False,Nine Inch Nails,With Teeth (Bonus Tracks),0.61,0.94,0,-6.16,1.0,0.05,0.02,0.07,0.12,0.41,144.04,4.0,708.0,179.0,3.35,industrial
12782,"Frozen Heart - From ""Frozen""/Soundtrack Version",105.29,False,Cast - Frozen,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.54,0.48,2,-8.72,0.0,0.1,0.55,0.0,0.09,0.19,95.91,3.81,160.0,39.0,3.7,disney
12783,Aankhein Milayenge Darr Se,176.75,False,Mohan Kannan;Neha Bhasin,Neerja,0.72,0.7,5,-4.95,1.0,0.07,0.43,0.0,0.06,0.56,82.05,4.0,234.0,59.0,1.28,indian
12784,Anaadi,198.87,True,Seedhe Maut;Sez on the Beat,Nayaab,0.88,0.57,0,-8.11,1.0,0.25,0.12,0.0,0.32,0.4,123.99,4.0,408.0,101.0,3.35,indian
12785,無限未来,223.25,False,Perfume,"Perfume The Best ""P Cubed""",0.59,0.81,5,-4.9,1.0,0.04,0.29,0.4,0.1,0.44,160.09,4.0,586.0,147.0,1.28,j-idol
12786,Baby Schlafhilfe mit Meeresrauschen,179.5,False,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.08,0.51,2,-17.64,0.0,0.05,0.76,0.99,0.86,0.0,85.15,4.0,291.0,74.0,3.7,sleep
12787,Lo-fi Newsletter,97.5,False,Twinkz,Dreaming Glory,0.46,0.28,9,-15.17,1.0,0.18,0.81,0.96,0.14,0.41,147.61,3.0,237.0,80.0,1.34,study
12788,Maré,240.41,False,NX Zero,Em Comum,0.6,0.94,6,-2.78,0.0,0.03,0.01,0.0,0.1,0.65,130.06,3.97,499.0,126.0,1.17,brazil
12789,Moonlupe,86.49,False,Casino Versus Japan,Whole Numbers Play the Basics,0.45,0.95,1,-7.07,1.0,0.11,0.0,0.97,0.45,0.06,94.79,3.67,135.0,33.0,2.37,idm
12790,Them Is Us,346.17,False,Rival Consoles,Them Is Us,0.49,0.55,1,-11.95,0.0,0.04,0.33,0.83,0.14,0.08,175.88,3.0,990.0,329.0,2.37,idm
12791,Lockdown - Plump DJs Remix,270.15,False,The Crystal Method;Plump DJs;Future Funk Squad,Reunified Forms,0.69,0.81,11,-7.42,1.0,0.04,0.01,0.81,0.14,0.75,126.99,4.0,568.0,143.0,0.75,breakbeat
12792,Halloween Dress Up,185.0,False,CoComelon,Halloween Party,0.89,0.28,0,-10.17,1.0,0.06,0.51,0.0,0.09,0.85,134.95,4.0,401.0,100.0,3.35,disney
12793,Tow,247.8,False,The Devil Makes Three,A Little Bit Faster And A Little Bit Worse,0.4,0.43,7,-10.99,0.0,0.07,0.7,0.0,0.8,0.68,167.31,4.0,691.0,172.0,4.07,bluegrass
12794,Bloom,219.57,False,Prateek Kuhad,The Way That Lovers Do,0.61,0.49,7,-7.34,1.0,0.03,0.6,0.1,0.18,0.47,81.02,4.0,294.0,73.0,4.07,indian
12795,Distant Dreams,239.22,False,Euloria,Distant Dreams,0.22,0.0,0,-35.93,1.0,0.04,0.99,0.9,0.11,0.06,70.12,3.44,280.0,69.0,3.35,sleep
12796,sun moon,263.24,False,SILENT SIREN,mix10th,0.6,0.94,9,-2.92,1.0,0.06,0.0,0.0,0.08,0.82,139.99,4.0,607.0,152.0,1.34,j-idol
12797,Sua Recaída,156.46,False,Pisadinha do Vaqueiro,Na Pegada do Vaqueiro,0.6,0.86,8,-5.57,0.0,0.04,0.58,0.0,0.08,0.97,166.07,4.0,430.0,107.0,2.73,forro
12798,Raastamahn,159.63,False,Epr Iyer,Protest Poetry,0.75,0.84,7,-4.92,1.0,0.26,0.06,0.0,0.79,0.77,170.14,4.0,449.0,112.0,4.07,indian
12799,Cryptic Speech - Original Mix,354.5,False,UMEK,Cryptic Speech EP,0.74,0.95,2,-4.82,1.0,0.04,0.0,0.83,0.1,0.18,131.01,4.0,771.0,193.0,3.7,techno
12800,What A Beautiful Name - Gospel Version,284.19,False,Hillsong Worship,What A Beautiful Name - EP,0.45,0.29,3,-9.49,1.0,0.03,0.86,0.0,0.11,0.23,129.82,4.0,595.0,149.0,1.74,iranian
12801,八字,250.85,False,秀蘭瑪雅,繡一蕊花,0.33,0.53,9,-5.58,1.0,0.04,0.28,0.0,0.25,0.37,98.47,3.0,502.0,166.0,1.34,mandopop
12802,世界のほんの片隅から,256.72,False,ZONE,E 〜Complete A side Singles〜,0.58,0.85,0,-5.9,1.0,0.04,0.35,0.0,0.12,0.49,107.04,3.96,453.0,113.0,3.35,j-idol
12803,Adrenaline,411.27,False,AIROD;Amelie Lens,Exhale VA001,0.7,0.77,0,-8.24,1.0,0.06,0.0,0.9,0.09,0.06,133.99,4.13,900.0,225.0,3.35,techno
12804,City Beat,682.67,False,Ron Trent,Artifacts From the Future EP,0.8,0.95,2,-8.07,1.0,0.05,0.01,0.89,0.06,0.67,122.02,4.0,1383.0,345.0,3.7,chicago-house
12805,Lyrical Trip,341.0,False,Roy Davis Jr.,Soul Electrica,0.8,0.33,7,-13.16,1.0,0.09,0.02,0.58,0.08,0.41,100.06,4.0,560.0,141.0,4.07,chicago-house
12806,Sonho de Amor,229.35,False,Brisa Star;Priscila Senna,Sonho de Amor,0.73,0.82,0,-2.99,1.0,0.03,0.34,0.0,0.09,0.76,124.05,4.0,468.0,116.0,3.35,forro
12807,Memory Residue,288.0,False,Anenon,Inner Hue,0.73,0.29,8,-11.8,1.0,0.16,0.6,0.92,0.13,0.08,121.76,4.0,571.0,142.0,2.73,idm
12808,Gates of Ctesiphon,657.62,False,Anoushbard,Mithra,0.24,0.97,4,-8.42,1.0,0.08,0.0,0.74,0.31,0.09,110.0,3.0,1378.0,461.0,0.92,iranian
12809,Shhhh With Womb Heartbeats,104.0,False,Silent Knights,White Noise Sleep,0.29,1.0,10,-9.29,1.0,0.07,0.0,0.0,0.08,0.02,178.3,3.0,309.0,102.0,0.76,sleep
12810,Heimat mein,224.84,False,Fäaschtbänkler,Flamingo + Hoch die Hände Wochenende,0.67,0.53,1,-7.02,1.0,0.03,0.36,0.08,0.09,0.5,100.05,3.0,367.0,121.0,2.37,happy
12811,Slid - Scat And Sax Edit,429.16,False,Fluke,Slid,0.77,0.53,0,-16.42,1.0,0.04,0.0,0.4,0.17,0.43,119.87,4.0,848.0,211.0,3.35,breakbeat
12812,Twilight Breath of Satan,299.56,True,Sargeist,Let the Devil In,0.19,0.95,7,-6.68,0.0,0.06,0.0,0.81,0.24,0.32,89.96,4.0,450.0,113.0,4.07,black-metal
12813,Naku Uinti,77.24,False,Ilkae,Pistachio Island,0.85,0.55,1,-11.62,0.0,0.25,0.17,0.84,0.1,0.68,108.86,4.0,141.0,35.0,2.37,idm
12814,I Will Go Sailing No More - Japanese Version,175.71,False,Diamond Yukai,Toy Story (Original Motion Picture Soundtrack/Japan Release Version),0.12,0.1,0,-15.44,1.0,0.04,0.93,0.0,0.1,0.08,69.96,5.0,242.0,60.0,3.35,disney
12815,Ooh Ooh,300.0,False,The Brainkiller;Jose Rodríguez (Spain);Javo Scratch;Sergi Ales,Ooh Ooh,0.86,0.73,11,-3.96,0.0,0.06,0.36,0.1,0.11,0.54,131.97,4.0,640.0,160.0,0.75,breakbeat
12816,Jugando al amor,229.36,False,Ángeles Del Infierno,Lo Mejor De Los Ángeles Del Infierno,0.59,0.51,5,-11.24,1.0,0.03,0.02,0.0,0.12,0.24,124.2,4.0,465.0,116.0,1.28,spanish
12817,Corazón Sin Vida,181.98,False,Aitana;Sebastian Yatra,Dulce Balada,0.48,0.57,2,-4.01,1.0,0.04,0.17,0.0,0.07,0.45,89.89,4.0,266.0,68.0,3.7,spanish
12818,讃えよ、我らが女王を,89.79,False,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.24,0.18,6,-16.93,0.0,0.04,0.95,0.0,0.11,0.15,125.82,3.0,180.0,59.0,1.17,disney
12819,思念喲,255.73,False,Jody Chiang,愛作夢的魚,0.6,0.52,2,-5.64,1.0,0.02,0.32,0.0,0.21,0.25,123.97,3.0,517.0,171.0,3.7,mandopop
12820,A cara o cruz,216.72,False,Ángeles Del Infierno,A cara o cruz,0.61,0.94,7,-5.18,0.0,0.06,0.0,0.01,0.36,0.62,105.1,4.0,372.0,93.0,4.07,spanish
12821,Hooray! She Stays,169.33,False,Frank Churchill,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),0.43,0.09,4,-13.47,1.0,0.04,0.96,0.5,0.3,0.27,102.27,4.0,270.0,68.0,0.92,disney
12822,This Town,232.85,False,Niall Horan,Flicker (Deluxe),0.68,0.4,9,-8.47,1.0,0.03,0.71,0.0,0.12,0.2,111.82,4.0,420.0,105.0,1.34,breakbeat
12823,Um Drink no Inferno,168.75,True,Xamã;Bagua Records;Neo Beats,O Iluminado,0.78,0.44,0,-9.61,0.0,0.3,0.36,0.0,0.28,0.3,127.99,4.0,353.0,88.0,3.35,brazil
12824,Panzer Division Marduk - Live in Warschau 2005,145.24,False,Marduk,Warschau - Live in 2005,0.17,0.94,0,-7.27,1.0,0.1,0.0,0.2,0.11,0.04,121.59,4.0,295.0,75.0,3.35,black-metal
12825,Boyfriend (Moonlight Version),279.63,False,Flower,Flower,0.73,0.88,2,-6.14,0.0,0.04,0.5,0.0,0.2,0.72,120.01,4.07,550.0,139.0,3.7,j-idol
12826,Superheld 2018,182.86,False,Rob & Chris;Jennifer Sturm,Superheld 2018 (feat. Jennifer Sturm),0.79,0.95,5,-4.03,1.0,0.04,0.05,0.0,0.51,0.62,126.0,4.01,380.0,94.0,1.28,happy
12827,Artful Haze,160.04,False,Obie Hans,Artful Haze,0.65,0.29,8,-16.55,1.0,0.05,0.53,0.93,0.11,0.23,156.03,4.0,395.0,98.0,2.73,study
12828,Golden Dreams,102.91,False,Jon Sarta,Disney Piano Classics 5: From the Corner,0.65,0.16,0,-18.73,1.0,0.04,0.97,0.83,0.11,0.28,91.99,4.0,154.0,37.0,3.35,disney
12829,Bibbidi-Bobbidi-Boo (The Magic Song) - Soundtrack,78.24,False,Verna Felton,Cinderella and Friends,0.54,0.51,8,-8.7,1.0,0.06,0.95,0.0,0.27,0.86,52.75,4.0,65.0,16.0,2.73,disney
12830,50 Horas - En Vivo En El Gran Rex / 2015,232.53,False,Coti,Tanta Magia (En Vivo En El Gran Rex / 2015),0.54,0.95,1,-4.48,0.0,0.06,0.01,0.0,0.9,0.68,123.96,4.0,478.0,119.0,2.37,spanish
12831,Flik's Return - Score,84.6,False,Randy Newman,A Bug's Life,0.38,0.06,3,-23.61,1.0,0.04,0.96,0.76,0.11,0.22,116.78,4.0,154.0,38.0,1.74,disney
12832,Wont't Back Down,194.08,False,Entombed,Uprising,0.08,0.96,7,-2.79,1.0,0.09,0.0,0.0,0.14,0.24,171.65,4.0,540.0,133.0,4.07,black-metal
12833,Deviant,322.08,False,DEADLIFE,Bionic Chrysalis,0.67,0.74,1,-5.0,1.0,0.06,0.04,0.0,0.3,0.25,106.0,3.95,560.0,141.0,2.37,techno
12834,Trap Queen,222.09,True,Fetty Wap,Fetty Wap (Deluxe),0.75,0.87,7,-3.8,1.0,0.13,0.02,0.0,0.35,0.82,148.07,4.1,544.0,137.0,4.07,j-dance
12835,Convénceme - Versión Banda,197.71,False,Shaila Dúrcal,Así,0.64,0.38,2,-9.37,1.0,0.04,0.68,0.0,0.32,0.84,89.79,4.0,289.0,71.0,3.7,spanish
12836,Got a Love for You,309.27,False,Jomanda,90s Dance Anthems,0.83,0.6,8,-12.0,0.0,0.06,0.01,0.0,0.05,0.97,120.31,4.0,615.0,154.0,2.73,chicago-house
12837,Smoke Rings on Your Finger,178.5,False,Matt Large,Waiting to Inhale,0.61,0.66,0,-8.24,0.0,0.29,0.79,0.9,0.14,0.45,76.05,4.0,223.0,55.0,3.35,study
12838,The Heart Of Worship - Live,375.0,False,Michael W. Smith,Worship,0.43,0.38,4,-12.68,1.0,0.04,0.73,0.0,0.23,0.34,147.28,4.0,915.0,230.0,0.92,forro
12839,Loyal Brave True (From 'Mulan'),87.54,False,The Harp and the Piano,Loyal Brave True (From 'Mulan'),0.8,0.1,5,-20.21,0.0,0.04,0.99,0.96,0.11,0.48,106.12,3.0,154.0,50.0,1.28,disney
12840,テレフォン,215.0,False,BiS,LOOKiE,0.42,0.97,2,-2.64,1.0,0.06,0.0,0.54,0.41,0.55,87.92,4.0,310.0,77.0,3.7,j-idol
12841,Tokyo Highball,151.97,False,Matt Large,Next Year in Rio,0.54,0.73,7,-7.38,1.0,0.2,0.05,0.8,0.14,0.3,84.65,4.0,211.0,52.0,4.07,study
12842,Hai Kahan Ka Irada,325.83,False,Nusrat Fateh Ali Khan;Afternight Vibes,"Revamped, Vol. 3 (Remix)",0.43,0.75,9,-6.43,1.0,0.08,0.12,0.0,0.15,0.46,88.46,4.0,468.0,119.0,1.34,indian
12843,Lalai,1482.24,True,Ali Ostovar;Hani Mojtahedy;Shahram Mohamadi,Lalai,0.15,0.45,5,-16.2,1.0,0.1,0.92,0.14,0.11,0.07,74.97,3.0,2169.0,726.0,1.28,iranian
12844,Just a Kiss - Horacio & Aaron Smith Remix,320.95,False,Aaron Smith;Hannah Streeter;Horacio Payan,Just a Kiss (Horacio & Aaron Smith Remix),0.87,0.49,9,-8.24,1.0,0.05,0.0,0.75,0.11,0.52,126.0,4.0,671.0,169.0,1.34,chicago-house
12845,Moja Mi Corazón,294.27,False,Marta Sánchez,Azabache,0.45,0.87,10,-4.1,1.0,0.05,0.05,0.0,0.11,0.66,168.79,4.1,826.0,206.0,0.76,spanish
12846,Calabass,241.82,False,Huda Hudia;DJ30A,Calabass,0.76,0.89,11,-3.42,1.0,0.05,0.0,0.62,0.06,0.34,132.0,4.0,527.0,131.0,0.75,breakbeat
12847,Não vou me adaptar,221.73,False,Titãs,Ressaquinha,0.54,0.4,10,-7.58,1.0,0.03,0.31,0.0,0.1,0.48,81.37,3.74,292.0,73.0,0.76,brazil
12848,Dit Is Mijn Leven,169.2,False,Neophyte;Drokz,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,0.54,1.0,7,-0.92,1.0,0.18,0.09,0.0,0.37,0.05,99.99,4.0,279.0,69.0,4.07,techno
12849,nagashi,109.95,False,Idealism,rainy evening,0.73,0.36,10,-8.73,1.0,0.04,0.86,0.92,0.13,0.64,85.05,4.0,152.0,38.0,0.76,sleep
12850,Psalm 91 (On Eagles' Wings),244.64,False,Shane & Shane,"Psalms, Vol. 2",0.37,0.27,9,-8.89,1.0,0.03,0.16,0.0,0.12,0.11,123.92,4.0,496.0,125.0,1.34,iranian
12851,Rain Sounds: Relaxing Rain on Roof - Loopable,134.86,False,Rainfall For Sleep,Rain on Roof,0.44,1.0,6,-6.86,1.0,0.09,0.88,0.95,0.56,0.02,94.1,4.0,211.0,51.0,1.17,sleep
12852,Kritagya,168.25,False,Elise Ryen,Kritagya,0.16,0.01,9,-35.35,1.0,0.04,0.94,0.93,0.1,0.16,73.93,3.0,202.0,67.0,1.34,sleep
12853,Close is best,135.37,False,Sail & Weep,Close is best,0.81,0.21,5,-9.42,0.0,0.05,0.8,0.38,0.13,0.17,79.96,4.0,178.0,43.0,1.28,study
12854,Rock On Bro,247.78,False,Raghu Dixit,Janatha Garage,0.61,0.76,9,-4.04,0.0,0.06,0.06,0.0,0.1,0.62,164.06,4.1,673.0,169.0,1.34,indian
12855,Cosmovision,213.39,False,ANNA;Ravid,Unity Pt. 3,0.64,0.76,1,-8.2,1.0,0.04,0.07,0.86,0.1,0.05,128.02,4.0,444.0,110.0,2.37,techno
12856,夜的第七章,226.63,False,Jay Chou,依然范特西,0.65,0.63,0,-5.08,0.0,0.03,0.45,0.0,0.1,0.48,85.0,4.0,319.0,79.0,3.35,mandopop
12857,Sangue,238.96,False,Theatres Des Vampires,Moonlight Waltz,0.51,0.94,5,-3.76,1.0,0.04,0.32,0.0,0.2,0.67,150.0,4.05,591.0,148.0,1.28,black-metal
12858,Nudity,148.31,False,Jahvillani;Countree Hype,Nudity,0.88,0.6,11,-7.59,1.0,0.18,0.36,0.0,0.19,0.71,105.07,4.0,257.0,63.0,0.75,j-dance
12859,Shoreditch,153.0,False,Clint Is Quinn,Shoreditch,0.64,0.1,9,-17.42,1.0,0.04,0.92,0.93,0.1,0.4,79.99,4.0,201.0,49.0,1.34,study
12860,Wicked Game (World on Fire Mix),275.19,False,Lights Of Euphoria,Sleepwalk (The Awakening),0.58,0.74,4,-8.09,1.0,0.04,0.26,0.3,0.1,0.37,114.93,4.0,519.0,130.0,0.92,industrial
12861,明天我要嫁給你,209.31,False,Wakin Chau,滾石香港黃金十年-周華健精選,0.62,0.26,2,-10.41,0.0,0.04,0.8,0.0,0.08,0.37,127.08,4.0,431.0,107.0,3.7,mandopop
12862,Céu Azul,198.79,False,Charlie Brown Jr.,Me Namora,0.68,0.6,1,-6.15,0.0,0.03,0.61,0.0,0.11,0.62,120.09,4.0,389.0,97.0,2.37,brazil
12863,Antonios röst,134.79,False,Germaine Franco,Encanto (Svenskt Original Soundtrack),0.42,0.32,7,-11.36,1.0,0.06,0.5,0.6,0.11,0.21,108.06,4.0,234.0,58.0,4.07,disney
12864,Luz da Lua,203.52,False,Oriente;Ferrugem,Luz da Lua,0.76,0.82,1,-3.52,0.0,0.04,0.44,0.0,0.06,0.71,125.04,4.0,415.0,104.0,2.37,brazil
12865,Berti Bums Birne,209.01,False,Lorenz Büffel;Ikke Hüftgold,Berti Bums Birne,0.65,0.96,1,-1.91,1.0,0.09,0.06,0.0,0.05,0.58,131.95,4.0,450.0,113.0,2.37,happy
12866,Planet Rave - DJ Edit,309.94,False,S3RL;Renee,Planet Rave,0.59,0.98,6,-3.16,1.0,0.18,0.01,0.0,0.26,0.83,175.0,4.0,896.0,225.0,1.17,happy
12867,Evin,314.04,True,Confess,Evin,0.46,0.95,7,-3.68,1.0,0.05,0.0,0.82,0.37,0.18,90.01,4.0,464.0,118.0,4.07,iranian
